"월별(1)",2020,2020
"월별(1)",기온,상대습도
"월별(1)",평균,평균
"합계",15.0,61.3
"1월",5.4,57.0
"2월",6.3,54.0
"3월",10.0,52.0
"4월",12.6,44.0
"5월",18.7,66.0
"6월",23.2,70.0
"7월",22.9,84.0
"8월",27.5,79.0
"9월",21.7,69.0
"10월",16.6,54.0
"11월",11.5,56.0
"12월",3.7,51.0
